row_id,step,type,branch,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,unusuallogin,acct_type,time_of_day,day_of_week,actual_fraud,predicted_fraud,fraud_probability
6457,5,CASH_IN,Mexico,585796.59,10400000.0,10900000.0,5925754.14,5154700.22,12,Current,Afternoon,5.0,0,0,6.6e-05
6458,5,CASH_IN,Honduras,208834.32,11000000.0,11200000.0,4775319.66,4429394.13,5,Current,Morning,2.0,0,0,8.9e-05
6459,5,CASH_IN,Ecuador,360262.92,11200000.0,11500000.0,17600000.0,16400000.0,13,Current,Morning,5.0,0,0,6.4e-05
6460,5,CASH_IN,Brasil,129630.74,11500000.0,11700000.0,336737.08,84362.06,9,Current,Night,4.0,0,0,8.3e-05
6461,5,CASH_IN,Indonesia,81126.42,12900000.0,13000000.0,108733.31,27606.88,3,Current,Afternoon,3.0,0,0,0.000202
6462,5,CASH_IN,Malasia,861582.21,564.49,862146.7,17300000.0,16400000.0,14,Current,Night,5.0,0,0,4e-05
6463,5,CASH_IN,Australia,250891.95,1047404.03,1298295.98,955637.72,455191.58,4,Current,Afternoon,2.0,0,0,0.000114
6464,5,CASH_IN,Nueva Zelanda,71887.0,1646760.35,1718647.34,103167.33,160577.57,7,Current,Night,5.0,0,0,2.6e-05
6465,5,CASH_IN,Turkmenistan,366645.12,1718647.34,2085292.46,6800716.51,6434071.39,8,Current,Afternoon,7.0,0,0,5.7e-05
6466,5,CASH_IN,Australia,78588.13,3678275.07,3756863.21,955069.95,876481.82,18,Current,Morning,5.0,0,0,2.6e-05
6467,5,CASH_IN,Irak,67017.13,3942544.19,4009561.32,118844.67,51827.53,19,Current,Night,2.0,0,0,6.2e-05
6468,5,CASH_IN,Filipinas,44694.86,4937217.76,4981912.63,58638.78,13943.92,20,Current,Afternoon,6.0,0,0,4.9e-05
6469,5,CASH_IN,Irak,425052.43,5773675.05,6198727.47,2648013.13,2222960.7,13,Current,Morning,5.0,0,0,3.7e-05
6470,5,CASH_IN,Pakistan,61663.75,7235602.76,7297266.51,17300000.0,16900000.0,14,Current,Afternoon,5.0,0,0,7.3e-05
6471,5,CASH_IN,Japon,224763.96,118.93,224882.89,1315120.99,944225.12,6,Current,Morning,4.0,0,0,1.9e-05
6472,5,CASH_IN,Tailandia,106082.0,224882.89,330964.89,3784384.15,3678302.15,6,Current,Night,3.0,0,0,9.7e-05
6473,5,CASH_IN,Irak,37831.13,1964132.71,2001963.84,89079.66,51248.53,4,Current,Morning,3.0,0,0,6.5e-05
6474,5,CASH_IN,Banglades,188573.55,2506931.96,2695505.51,10000000.0,9827546.97,11,Current,Night,5.0,0,0,7.9e-05
6475,5,CASH_IN,Singapur,77655.59,3778346.61,3856002.2,107409.0,29753.41,9,Current,Afternoon,5.0,0,0,3.7e-05
6476,5,CASH_IN,Australia,325483.3,3856835.59,4182318.89,6718623.01,6393139.71,13,Current,Night,6.0,0,0,9.1e-05
6477,5,CASH_IN,India,51876.97,4182318.89,4234195.86,507068.55,455191.58,12,Current,Afternoon,6.0,0,0,3.9e-05
6478,5,CASH_IN,Banglades,24734.93,4234195.86,4258930.79,460685.0,646196.83,14,Current,Morning,1.0,0,0,0.000141
6479,5,CASH_IN,Filipinas,6845.48,4258930.79,4265776.26,67160.21,60314.73,18,Current,Afternoon,2.0,0,0,0.00018
6480,5,CASH_IN,China,37872.44,4265776.26,4303648.7,43822.9,5950.46,18,Current,Afternoon,3.0,0,0,0.000125
6481,5,CASH_IN,Indonesia,72980.01,4303648.7,4376628.71,200348.0,127367.99,17,Current,Night,4.0,0,0,7.5e-05
6482,5,CASH_IN,Nueva Zelanda,146131.91,4376628.71,4522760.62,1090357.03,944225.12,1,Current,Morning,5.0,0,0,2.5e-05
6483,6,CASH_IN,Nicaragua,143165.59,39955.5,183121.09,1010657.61,1515372.59,10,Current,Morning,4.0,0,0,4e-06
6484,6,CASH_IN,Brasil,243542.61,1931765.07,2175307.69,17600000.0,17800000.0,10,Current,Night,3.0,0,0,8.1e-05
6485,6,CASH_IN,Mexico,233628.2,2175307.69,2408935.89,3288831.78,3382000.83,12,Current,Morning,4.0,0,0,1.3e-05
6486,6,CASH_IN,Honduras,120910.43,2833408.48,2833408.48,2833408.48,6703099.06,9,Current,Night,6.0,0,0,4.8e-05
6487,6,CASH_IN,El Salvador,96300.34,4224204.79,4320505.13,425810.46,160101.66,10,Current,Night,2.0,0,0,2.5e-05
6488,6,CASH_IN,Haiti,434517.44,4441292.8,4875810.25,7212719.44,6778202.0,2,Current,Night,5.0,0,0,6.8e-05
6489,6,CASH_IN,Francia,95670.52,4884697.26,4980367.78,12400000.0,13400000.0,4,Current,Afternoon,2.0,0,0,5.6e-05
6490,6,CASH_IN,Francia,588327.76,4980367.78,5568695.54,962737.6,847149.78,16,Current,Morning,5.0,0,0,1.1e-05
6491,6,CASH_IN,Italia,290002.35,5568695.54,5858697.89,652290.45,277219.24,3,Current,Afternoon,4.0,0,0,2.7e-05
6492,6,CASH_IN,Egipto,139999.7,700319.45,840319.15,8743280.64,9563426.09,20,Current,Afternoon,2.0,0,0,5.4e-05
6493,6,CASH_IN,SudAfrica,18061.72,1281870.28,1299932.01,40331.09,22269.36,5,Current,Night,4.0,0,0,5.9e-05
6494,6,CASH_IN,Reino Unido,112760.37,2415000.58,2527760.95,164021.0,0.0,16,Current,Night,6.0,0,0,1.5e-05
6495,6,CASH_IN,Alemania,256430.45,3152579.73,3409010.17,627077.54,271152.52,4,Current,Morning,3.0,0,0,1.6e-05
6496,6,CASH_IN,Italia,49495.09,3611481.43,3660976.52,3055203.57,3382000.83,16,Current,Night,5.0,0,0,3.5e-05
6497,6,CASH_IN,Francia,91904.46,3660976.52,3752880.98,2424306.95,5188539.32,13,Current,Morning,6.0,0,0,1.6e-05
6498,6,CASH_IN,Reino Unido,91867.6,3752880.98,3844748.58,2332402.49,5188539.32,17,Current,Morning,2.0,0,0,1.6e-05
6499,6,CASH_IN,Espana,214224.63,4961564.16,5175788.78,13400000.0,15500000.0,12,Current,Night,1.0,0,0,5.9e-05
6500,6,CASH_IN,Francia,163042.17,5352617.24,5515659.41,263249.39,100207.22,9,Current,Night,3.0,0,0,2e-05
6501,6,CASH_IN,Noruega,174123.67,5584561.41,5758685.08,867492.02,1515372.59,9,Current,Afternoon,5.0,0,0,1.7e-05
6502,6,CASH_IN,Francia,65214.03,6183195.8,6248409.83,118108.12,52894.1,16,Current,Morning,4.0,0,0,9e-06
6503,6,CASH_IN,Austria,75225.41,6248409.83,6323635.24,190333.91,115108.49,6,Current,Afternoon,3.0,0,0,2.6e-05
6504,6,CASH_IN,Alemania,47687.62,7281913.46,7329601.08,118172.98,70485.36,1,Current,Night,3.0,0,0,5e-05
6505,6,CASH_IN,Alemania,85068.86,7334865.12,7419933.98,362288.1,277219.24,3,Current,Morning,5.0,0,0,7e-06
6506,6,CASH_IN,Irlanda,221325.69,3130.0,224455.69,2167.32,0.0,3,Current,Night,6.0,0,0,0.000324
6507,6,CASH_IN,Italia,385890.6,4322.0,390212.6,55452.0,0.0,8,Current,Night,1.0,0,0,4e-06
6508,6,CASH_IN,Australia,99040.28,7867.13,106907.41,157769.0,58728.72,18,Current,Night,1.0,0,0,5e-06
6509,6,CASH_IN,Turquia,144858.21,602827.91,747686.12,8650161.83,10800000.0,15,Current,Night,6.0,0,0,4.2e-05
6510,6,CASH_IN,Paises Bajos,318009.92,206609.0,524618.92,5153348.66,4766045.33,1,Current,Night,5.0,0,0,2.9e-05
6511,6,CASH_IN,India,257380.58,219369.77,476750.34,3872388.59,3284714.1,12,Current,Morning,6.0,0,0,1.8e-05
6512,6,CASH_IN,Canada,553080.97,2481243.36,3034324.34,13300000.0,12800000.0,14,Current,Morning,4.0,0,0,2.7e-05
6513,6,CASH_IN,Tanzania,72106.27,9101652.16,9173758.43,13300000.0,13400000.0,12,Current,Afternoon,5.0,0,0,2.3e-05
6514,6,CASH_IN,Nigeria,204371.41,0.0,204371.41,6964920.17,6760548.76,4,Current,Afternoon,2.0,0,0,1e-05
6515,6,CASH_IN,Nigeria,72770.85,204371.41,277142.26,82208.35,9437.5,10,Current,Afternoon,3.0,0,0,2.1e-05
6516,6,CASH_IN,Argelia,171495.96,277142.26,448638.22,7698060.85,7526564.89,9,Current,Afternoon,4.0,0,0,5.9e-05
6517,6,CASH_IN,Argelia,359532.76,448638.22,808170.99,2730105.73,2941514.43,7,Current,Night,5.0,0,0,3.2e-05
6518,6,CASH_IN,Nigeria,430086.7,808170.99,1238257.69,3646474.41,3216387.7,6,Current,Night,6.0,0,0,3e-05
6519,6,CASH_IN,Republica Democratica del Congo,135807.95,1846504.82,1982312.78,6860165.35,6724357.4,15,Current,Morning,4.0,0,0,1.2e-05
6520,6,CASH_IN,Republica Democratica del Congo,330293.92,1982312.78,2312606.69,3615008.01,3284714.1,5,Current,Morning,3.0,0,0,1.5e-05
6521,6,CASH_IN,Francia,163607.02,2999961.05,3163568.06,5289541.23,4923997.0,3,Current,Afternoon,6.0,0,0,5.3e-05
6522,6,CASH_IN,Alemania,184347.18,3163568.06,3347915.25,9297978.18,9113630.99,9,Current,Morning,1.0,0,0,3e-05
6523,6,CASH_IN,Italia,90264.51,3347915.25,3438179.76,101322.55,11058.04,7,Current,Night,2.0,0,0,1.9e-05
6524,6,CASH_IN,Mexico,24492.49,298801.86,323294.35,31680.0,7187.51,9,Current,Afternoon,5.0,0,0,0.000553
6525,6,CASH_IN,Republica Dominicana,420269.82,323294.35,743564.17,536621.22,116351.4,5,Current,Morning,7.0,0,0,1e-05
6526,6,CASH_IN,Argentina,135998.76,1913438.35,2049437.11,351690.17,31444.7,7,Current,Morning,5.0,0,0,9e-06
6527,6,CASH_IN,Mexico,12245.34,2202950.03,2215195.37,31469.78,22257.86,15,Current,Morning,2.0,0,0,0.000157
6528,6,CASH_IN,Indonesia,561808.58,3060269.78,3622078.36,5950433.65,5214288.59,4,Current,Afternoon,6.0,0,0,4.9e-05
6529,6,CASH_IN,Banglades,41116.29,4355438.63,4396554.92,105855.0,55844.95,10,Current,Morning,5.0,0,0,8e-06
6530,6,CASH_IN,China,263027.96,5239094.93,5502122.89,11200000.0,14900000.0,13,Current,Morning,5.0,0,0,1.9e-05
6531,6,CASH_IN,India,26271.48,6569231.09,6595502.57,41217.0,0.0,2,Current,Afternoon,4.0,0,0,0.000221
6532,6,CASH_IN,Irak,202246.61,6805261.07,7007507.67,238677.0,9973139.6,1,Current,Night,6.0,0,0,9.4e-05
6533,6,CASH_IN,India,189896.16,7529643.29,7719539.45,202016.19,12120.03,12,Current,Afternoon,3.0,0,0,1.9e-05
6534,6,CASH_IN,Japon,63588.85,8507750.56,8571339.41,179592.0,0.0,20,Current,Afternoon,2.0,0,0,1.9e-05
6535,6,CASH_IN,Arabia Saudi,51437.6,8575072.39,8626510.0,2274476.83,3885428.17,9,Current,Afternoon,4.0,0,0,5.1e-05
6536,6,CASH_IN,India,455846.84,9514853.25,9970700.1,14000000.0,14700000.0,10,Current,Night,6.0,0,0,8.7e-05
6537,6,CASH_IN,Indonesia,341350.6,10700000.0,11100000.0,349765.0,2657.47,13,Current,Morning,3.0,0,0,1.2e-05
6538,6,CASH_IN,Australia,335389.99,11500000.0,11800000.0,17800000.0,18700000.0,13,Current,Night,5.0,0,0,4e-05
6539,6,CASH_IN,Australia,28747.1,11800000.0,11900000.0,15900000.0,17800000.0,16,Current,Afternoon,6.0,0,0,0.000172
6540,6,CASH_IN,India,258578.06,11900000.0,12100000.0,4654237.15,7255066.28,7,Current,Afternoon,2.0,0,0,6.6e-05
6541,6,CASH_IN,Angola,8477.85,9198520.89,9206998.74,404445.0,757779.01,20,Current,Afternoon,6.0,0,0,0.000145
6542,6,CASH_IN,Etiopia,391209.48,9811682.88,10200000.0,8245234.16,7852593.45,1,Current,Afternoon,4.0,0,0,0.000256
6543,7,CASH_IN,Panama,185741.02,2100408.07,2286149.09,198374.07,12633.05,3,Current,Night,6.0,0,0,1.5e-05
6544,7,CASH_IN,Colombia,99504.49,2395219.66,2494724.15,584170.24,253888.02,3,Current,Morning,3.0,0,0,9e-06
6545,7,CASH_IN,Cuba,166686.78,2695735.83,2862422.61,301294.72,98525.69,13,Current,Night,5.0,0,0,1.1e-05
6546,7,CASH_IN,Brasil,306426.01,2862422.61,3168848.62,313234.0,6807.99,18,Current,Morning,6.0,0,0,1.6e-05
6547,7,CASH_IN,Mexico,19247.53,3168848.62,3188096.15,67867.28,61899.11,7,Current,Morning,2.0,0,0,1.8e-05
6548,7,CASH_IN,Mexico,56289.54,4028018.39,4084307.94,62111.53,5821.98,19,Current,Afternoon,1.0,0,0,1.5e-05
6549,7,CASH_IN,Nicaragua,302915.15,4118227.49,4421142.64,377903.22,0.0,7,Current,Night,3.0,0,0,1e-05
6550,7,CASH_IN,Honduras,340505.75,4634908.42,4975414.18,860902.76,960188.98,5,Current,Afternoon,5.0,0,0,3.6e-05
6551,7,CASH_IN,Peru,519071.69,5908891.92,6427963.61,15200000.0,15700000.0,11,Current,Night,4.0,0,0,4.1e-05
6552,7,CASH_IN,Mexico,439105.26,6427963.61,6867068.87,11200000.0,9689179.38,20,Current,Afternoon,3.0,0,0,3.7e-05
6553,7,CASH_IN,Cuba,47369.84,8088134.34,8135504.18,90056.0,0.0,4,Current,Morning,3.0,0,0,1.1e-05
6554,7,CASH_IN,Nicaragua,45157.63,8281621.57,8326779.2,563659.72,828787.26,7,Current,Night,5.0,0,0,2.8e-05
6555,7,CASH_IN,Alemania,227204.83,256370.88,483575.72,6447382.96,5670581.45,2,Current,Morning,5.0,0,0,1.5e-05
6556,7,CASH_IN,Espana,121981.71,1637789.07,1759770.79,314262.63,499000.92,19,Current,Morning,4.0,0,0,1.2e-05
6557,7,CASH_IN,Rusia,274903.54,2096181.29,2371084.83,13400000.0,13100000.0,1,Current,Morning,6.0,0,0,3.8e-05
6558,7,CASH_IN,Reino Unido,35015.29,2844590.06,2879605.35,51361.91,16346.62,12,Current,Morning,3.0,0,0,1.8e-05
6559,7,CASH_IN,Alemania,78369.94,3799963.7,3878333.64,204838.0,243068.85,15,Current,Night,2.0,0,0,1.5e-05
6560,7,CASH_IN,Alemania,124646.3,3929593.74,4054240.04,6319016.53,6129845.09,7,Current,Morning,4.0,0,0,2e-05
6561,7,CASH_IN,Francia,66732.14,547253.81,613985.95,105758.0,20966.38,15,Current,Afternoon,3.0,0,0,1.6e-05
6562,7,CASH_IN,Francia,529190.35,887485.18,1416675.53,17400000.0,18100000.0,5,Current,Night,5.0,0,0,4.8e-05
6563,7,CASH_IN,Reino Unido,44453.81,2554320.39,2598774.2,175269.52,45394.67,4,Current,Morning,5.0,0,0,7e-06
6564,7,CASH_IN,Francia,225798.64,2753002.43,2978801.08,3049558.38,5876339.66,9,Current,Morning,6.0,0,0,2.6e-05
6565,7,CASH_IN,Guatemala,194451.87,2978801.08,3173252.94,345945.73,108483.43,4,Current,Morning,6.0,0,0,1.5e-05
6566,7,CASH_IN,Cuba,49431.49,3173252.94,3222684.43,72112.0,22680.51,16,Current,Night,1.0,0,0,2.8e-05
6567,7,CASH_IN,Brasil,245484.78,3222684.43,3468169.21,462232.0,947554.33,12,Current,Morning,2.0,0,0,1.6e-05
6568,7,CASH_IN,Republica Dominicana,21954.96,3468169.21,3490124.17,245332.21,561712.86,7,Current,Morning,3.0,0,0,2.4e-05
6569,7,CASH_IN,Cuba,868684.99,3490124.17,4358809.16,4193011.8,3267222.75,4,Current,Night,4.0,0,0,4.6e-05
6570,7,CASH_IN,Peru,29010.6,4358809.16,4387819.76,73844.55,69295.43,19,Current,Night,5.0,0,0,2.9e-05
6571,7,CASH_IN,Cuba,14809.24,4387819.76,4402629.0,100664.0,85854.76,7,Current,Afternoon,6.0,0,0,0.000123
6572,7,CASH_IN,Rusia,17824.23,1135456.25,1153280.48,324244.74,174354.81,12,Current,Afternoon,5.0,0,0,3.6e-05
6573,7,CASH_IN,Alemania,31609.95,1622755.85,1654365.8,107998.0,3225.83,16,Current,Morning,6.0,0,0,3.1e-05
6574,7,CASH_IN,Togo,183861.9,2953740.93,3137602.83,576887.97,237615.79,17,Current,Night,5.0,0,0,1e-05
6575,7,CASH_IN,Egipto,81967.65,3137602.83,3219570.48,181325.65,99358.0,4,Current,Afternoon,7.0,0,0,6.4e-05
6576,7,CASH_IN,Alemania,49378.84,3779769.45,3829148.29,60868.75,11489.91,7,Current,Night,5.0,0,0,2.9e-05
6577,7,CASH_IN,Mexico,17488.73,3865921.35,3883410.08,213642.05,55290.48,13,Current,Morning,2.0,0,0,1.6e-05
6578,7,CASH_IN,Argentina,443285.86,5073382.93,5516668.79,1046845.16,777700.37,4,Current,Morning,6.0,0,0,3.6e-05
6579,7,CASH_IN,Turquia,223662.13,5958337.47,6181999.6,257790.95,1273838.38,6,Current,Night,5.0,0,0,1.8e-05
6580,7,CASH_IN,Turkmenistan,120410.76,6636232.9,6756643.66,128618.86,8208.1,5,Current,Morning,5.0,0,0,5e-06
6581,7,CASH_IN,Nigeria,8893.16,7366239.26,7375132.42,36793.27,0.0,17,Current,Afternoon,4.0,0,0,2.8e-05
6582,7,CASH_IN,Nigeria,147849.9,7545555.37,7693405.27,2258529.15,1995598.25,9,Current,Night,6.0,0,0,2.7e-05
6583,7,CASH_IN,Nigeria,89533.09,7857630.95,7947164.04,360373.89,234828.48,2,Current,Afternoon,3.0,0,0,1.5e-05
6584,7,CASH_IN,Nigeria,65600.8,9043319.75,9108920.55,817307.46,815762.64,15,Current,Night,2.0,0,0,1.9e-05
6585,7,CASH_IN,Republica Democratica del Congo,79074.37,9339698.28,9418772.66,106072.0,19565.45,18,Current,Afternoon,4.0,0,0,1.4e-05
6586,7,CASH_IN,Italia,215497.06,60461.04,275958.1,363801.08,148304.02,6,Current,Night,4.0,0,0,1e-05
6587,7,CASH_IN,Francia,189451.99,275958.1,465410.09,18500000.0,18100000.0,3,Current,Afternoon,3.0,0,0,4.8e-05
6588,7,CASH_IN,Reino Unido,336763.21,1146540.62,1483303.83,5989593.11,5677417.44,5,Current,Afternoon,6.0,0,0,4e-05
6589,7,CASH_IN,Suecia,164110.03,1483303.83,1647413.86,448700.47,397273.75,2,Current,Afternoon,1.0,0,0,1.2e-05
6590,7,CASH_IN,Espana,442134.08,1647413.86,2089547.94,10800000.0,9689179.38,6,Current,Afternoon,2.0,0,0,6.4e-05
6591,7,CASH_IN,Espana,83459.0,2312194.99,2395653.99,424543.81,341084.81,19,Current,Afternoon,5.0,0,0,1.7e-05
6592,7,CASH_IN,Italia,88141.39,2981199.14,3069340.53,1681579.88,1699431.84,7,Current,Morning,4.0,0,0,1.9e-05
6593,7,CASH_IN,Francia,370786.7,3279425.64,3650212.34,10300000.0,9689179.38,20,Current,Afternoon,5.0,0,0,3.3e-05
6594,7,CASH_IN,Alemania,29091.31,4360656.13,4389747.44,89435.23,60343.92,3,Current,Morning,6.0,0,0,7.9e-05
6595,7,CASH_IN,Reino Unido,77220.41,4430432.54,4507652.96,17600000.0,18000000.0,2,Current,Morning,1.0,0,0,1.3e-05
6596,7,CASH_IN,Italia,416366.53,5098094.27,5514460.8,838648.39,346139.62,9,Current,Night,6.0,0,0,3.5e-05
6597,7,CASH_IN,Francia,444482.74,6086886.97,6531369.71,594915.4,48630.5,15,Current,Afternoon,4.0,0,0,1.7e-05
6598,7,CASH_IN,Republica Checa,47412.4,8005112.28,8052524.68,299742.24,1193550.39,18,Current,Morning,3.0,0,0,1.8e-05
6599,7,CASH_IN,Francia,22910.06,8052524.68,8075434.74,23568.91,658.85,20,Current,Morning,4.0,0,0,0.00012
6600,7,CASH_IN,Nicaragua,81624.34,160709.0,242333.34,35228.81,0.0,4,Current,Morning,5.0,0,0,5e-06
6601,7,CASH_IN,Brasil,56641.09,16038.0,72679.09,20896.0,0.0,7,Current,Morning,2.0,0,0,3.9e-05
6602,7,CASH_IN,China,193433.79,17050.0,210483.79,135960.54,0.0,17,Current,Afternoon,6.0,0,0,9e-06
6603,7,CASH_IN,Irak,54291.7,2075950.27,2130241.97,59297.48,5005.78,20,Current,Afternoon,2.0,0,0,2.1e-05
6604,7,CASH_IN,China,33855.24,2272583.62,2306438.85,13100000.0,12500000.0,4,Current,Afternoon,5.0,0,0,6.7e-05
6605,7,CASH_IN,India,89385.18,2412725.0,2502110.19,260557.78,171172.6,5,Current,Night,2.0,0,0,1.7e-05
6606,7,CASH_IN,India,223760.9,2502110.19,2725871.09,1171315.23,947554.33,16,Current,Afternoon,5.0,0,0,2.2e-05
6607,7,CASH_IN,Australia,506375.58,2725871.09,3232246.67,8075434.74,7569059.16,2,Current,Morning,4.0,0,0,6.2e-05
6608,7,CASH_IN,Tailandia,12089.51,280292.46,292381.97,66736.01,54646.5,12,Current,Afternoon,5.0,0,0,3.6e-05
6609,7,CASH_IN,Irak,170600.43,547316.07,717916.5,6436909.65,6385836.94,8,Current,Night,2.0,0,0,2.9e-05
6610,7,CASH_IN,Tailandia,102359.63,1413896.12,1516255.75,10300000.0,12900000.0,1,Current,Morning,6.0,0,0,3.3e-05
6611,7,CASH_IN,Canada,33031.47,7549236.0,7582267.46,62992.0,15475.09,18,Current,Afternoon,2.0,0,0,3.8e-05
6612,7,CASH_IN,Reino Unido,25221.1,21.0,25242.1,13943.92,0.0,3,Current,Morning,5.0,0,0,0.000138
6613,7,CASH_IN,Paises Bajos,137890.93,824586.55,962477.48,138262.58,371.65,14,Current,Night,6.0,0,0,1.4e-05
6614,7,CASH_IN,Paises Bajos,80280.3,1442878.64,1523158.94,612418.5,532138.2,2,Current,Night,3.0,0,0,1e-05
6615,7,CASH_IN,Alemania,178823.75,1555691.06,1734514.81,493375.59,314551.85,14,Current,Afternoon,5.0,0,0,1.4e-05
6616,7,CASH_IN,Espana,223559.66,1734514.81,1958074.46,5683562.56,5460002.91,5,Current,Morning,6.0,0,0,3.6e-05
6617,7,CASH_IN,Espana,290124.75,1958074.46,2248199.21,294971.9,4847.15,9,Current,Night,2.0,0,0,1.9e-05
6618,7,CASH_IN,Reino Unido,44740.0,4064279.33,4109019.33,716365.55,671625.55,13,Current,Night,1.0,0,0,3e-05
6619,7,CASH_IN,Italia,58195.71,4165995.79,4224191.49,391946.86,333751.15,20,Current,Afternoon,3.0,0,0,2.2e-05
6620,7,CASH_IN,Alemania,235190.76,4242289.24,4477480.0,663784.6,428593.84,17,Current,Afternoon,5.0,0,0,1.7e-05
6621,7,CASH_IN,Suiza,496460.1,5296382.13,5792842.23,12900000.0,12500000.0,12,Current,Afternoon,4.0,0,0,4.2e-05
6622,7,CASH_IN,Francia,175995.9,5792842.23,5968838.13,598430.14,136576.79,2,Current,Morning,3.0,0,0,1.1e-05
6623,7,CASH_IN,Alemania,165562.59,6870293.97,7035856.55,4764377.79,4598815.2,5,Current,Morning,3.0,0,0,1.5e-05
6624,7,CASH_IN,Reino Unido,150031.09,7175303.41,7325334.49,1439388.84,1289357.76,17,Current,Afternoon,5.0,0,0,1.8e-05
6625,7,CASH_IN,Reino Unido,367463.71,7911580.03,8279043.74,399295.22,31831.51,3,Current,Morning,5.0,0,0,1.3e-05
6626,7,CASH_IN,Italia,16529.09,8427769.43,8444298.53,57905.48,41376.39,7,Current,Morning,6.0,0,0,4.4e-05
6627,7,CASH_IN,Alemania,37836.53,71379.0,109215.53,1082.0,0.0,14,Current,Morning,4.0,0,0,0.000151
6628,3,CASH_IN,Georgia,143254.72,23669.02,166923.73,360326.58,84207.15,15,Savings,Afternoon,6.0,0,0,4e-06
6629,3,CASH_IN,Australia,439543.98,166923.73,606467.71,4349631.34,3512606.05,18,Savings,Afternoon,2.0,0,0,8.5e-05
6630,3,CASH_IN,Australia,140728.41,606467.71,747196.12,142895.73,2167.32,17,Savings,Afternoon,5.0,0,0,5.1e-05
6631,3,CASH_IN,Australia,159116.29,747196.12,906312.41,4024850.63,3809570.13,7,Savings,Morning,4.0,0,0,0.000453
6632,3,CASH_IN,Canada,148620.65,1989555.83,1989555.83,1989555.83,6540346.28,8,Savings,Morning,3.0,0,0,0.000331
6633,3,CASH_IN,SudAfrica,196198.94,2798536.46,2994735.4,2321063.11,1748436.14,9,Savings,Morning,5.0,0,0,0.000142
6634,3,CASH_IN,Nigeria,437567.49,2994735.4,3432302.88,3697175.25,2560556.45,5,Savings,Morning,7.0,0,0,0.000152
6635,3,CASH_IN,Nigeria,20997.64,3432302.88,3453300.52,7686896.3,6818933.6,18,Savings,Night,6.0,0,0,0.000544
6636,3,CASH_IN,Nigeria,56164.21,3453300.52,3509464.73,3865734.34,3809570.13,6,Savings,Night,6.0,0,0,0.000176
6637,3,CASH_IN,Italia,38923.13,3509464.73,3548387.86,295834.79,62111.53,16,Savings,Afternoon,1.0,0,0,5.1e-05
6638,3,CASH_IN,Francia,7314.79,3650028.55,3657343.34,23174.68,17666.19,18,Savings,Morning,3.0,0,0,0.000474
6639,3,CASH_IN,Reino Unido,108216.36,3753002.94,3861219.3,3910087.36,3512606.05,3,Savings,Night,5.0,0,0,0.000127
6640,3,CASH_IN,Reino Unido,289025.75,3861219.3,4150245.06,10100000.0,9670814.67,5,Savings,Afternoon,6.0,0,0,0.000199
6641,3,CASH_IN,Nicaragua,289264.94,4150245.06,4439510.0,3801870.99,3512606.05,1,Savings,Afternoon,2.0,0,0,0.000294
6642,3,CASH_IN,Colombia,129977.85,4439510.0,4569487.85,2642747.68,1982491.06,4,Savings,Afternoon,5.0,0,0,0.000158
6643,3,CASH_IN,El Salvador,285360.2,4569487.85,4854848.05,9312870.77,9126860.4,4,Savings,Afternoon,4.0,0,0,0.000994
6644,3,CASH_IN,Mexico,351903.76,4854848.05,5206751.81,2512769.83,1982491.06,13,Savings,Afternoon,3.0,0,0,0.000251
6645,3,CASH_IN,Mexico,132864.71,5206751.81,5339616.51,217071.86,84207.15,3,Savings,Afternoon,5.0,0,0,2.8e-05
6646,3,CASH_IN,Mexico,94578.73,5339616.51,5434195.24,104397.0,10937.76,8,Savings,Night,7.0,0,0,4.8e-05
6647,3,CASH_IN,Cuba,223593.6,5434195.24,5657788.84,1275247.87,1066634.1,7,Savings,Night,6.0,0,0,0.000457
6648,3,CASH_IN,Guadalupe,176732.94,5886513.6,6063246.54,490353.25,68880.79,6,Savings,Morning,1.0,0,0,0.000126
6649,3,CASH_IN,Argentina,93078.04,6063246.54,6156324.58,368079.98,167163.39,19,Savings,Afternoon,2.0,0,0,6.5e-05
6650,3,CASH_IN,Argentina,227590.61,6351124.72,6578715.32,3259607.77,2560556.45,7,Savings,Night,4.0,0,0,0.001044
6651,3,CASH_IN,Tailandia,26279.17,106458.0,132737.17,47409.85,21130.68,5,Savings,Afternoon,3.0,0,0,0.00018
6652,3,CASH_IN,Nepal,69219.36,21333.48,90552.84,262540.06,7616.73,12,Savings,Night,4.0,0,0,1.9e-05
6653,3,CASH_IN,Australia,254710.92,90552.84,345263.76,16500000.0,15900000.0,5,Savings,Night,3.0,0,0,0.000382
6654,3,CASH_IN,Indonesia,590182.14,453102.31,1043284.45,7665898.66,6818933.6,12,Savings,Afternoon,7.0,0,0,0.000131
6655,3,CASH_IN,India,224808.55,1043284.45,1268093.0,748145.12,331525.89,12,Savings,Night,6.0,0,0,0.000166
6656,3,CASH_IN,India,133683.73,1268093.0,1401776.73,822355.83,549946.93,10,Savings,Morning,6.0,0,0,0.000151
6657,3,CASH_IN,Tanzania,38307.58,2072011.06,2110318.64,183763.58,144203.7,17,Savings,Night,5.0,0,0,0.000102
6658,3,CASH_IN,Austria,392470.41,2423992.63,2816463.03,1427406.41,270110.78,16,Savings,Morning,2.0,0,0,9.7e-05
6659,3,CASH_IN,Suecia,166630.82,2816463.03,2983093.85,8740534.53,7928126.25,11,Savings,Night,5.0,0,0,0.000315
